Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Phospholipid Dephosphorylation (GO:0046839)	4/34	0.9975050279723553	0.9999966098781564	0	0	0.30087533300712227	7.51613557441274E-4	PLPPR1;PLPPR2;PLPPR3;PLPPR4
Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	1/17	0.9980307275387055	0.9999966098781564	0	0	0.14110898271926964	2.7815600617195075E-4	CDPF1
Lymphocyte Mediated Immunity (GO:0002449)	1/17	0.9980307275387055	0.9999966098781564	0	0	0.14110898271926964	2.7815600617195075E-4	SCART1
Organophosphate Catabolic Process (GO:0046434)	1/17	0.9980307275387055	0.9999966098781564	0	0	0.14110898271926964	2.7815600617195075E-4	PNLIPRP2
Piecemeal Microautophagy of the Nucleus (GO:0034727)	1/17	0.9980307275387055	0.9999966098781564	0	0	0.14110898271926964	2.7815600617195075E-4	ATG9B
Myoblast Fusion (GO:0007520)	1/17	0.9980307275387055	0.9999966098781564	0	0	0.14110898271926964	2.7815600617195075E-4	MYMX
Defense Response to Symbiont (GO:0140546)	1/17	0.9980307275387055	0.9999966098781564	0	0	0.14110898271926964	2.7815600617195075E-4	PRSS2
Triglyceride Biosynthetic Process (GO:0019432)	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	GPAT3
Activation of Adenylate Cyclase Activity (GO:0007190)	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	TMIGD3
Purine Ribonucleotide Catabolic Process (GO:0009154)	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	NUDT4B
Positive Regulation of Alpha-Beta T Cell Activation (GO:0046635)	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	HLA-DRB3
Regulation of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	1/18	0.9986345737840006	0.9999966098781564	0	0	0.13279886457354378	1.8145095830189193E-4	STRIT1
Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class II (GO:0019886)	2/25	0.9987341871424311	0.9999966098781564	0	0	0.19625830326317356	2.4858364707628993E-4	HLA-DRB4;HLA-DRB3
Female Meiotic Nuclear Division (GO:0007143)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	MEIKIN
Immunoglobulin Mediated Immune Response (GO:0016064)	1/19	0.9990530374285892	0.9999966098781564	0	0	0.12541209288845415	1.1881682439360947E-4	IGL
