Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation of Protein Phosphorylation (GO:0001934)	1/171	0.9999948521930541	0.9999966048853383	0	0	0.013261119317249303	6.82658578421231E-8	CDPF1
Regulation of Macromolecule Biosynthetic Process (GO:0010556)	4/170	0.9999948610483151	0.9999966048853383	0	0	0.0543652442281441	2.793810812874741E-7	TRIM43B;RFPL2;HMHB1;UTY
Brain Development (GO:0007420)	2/170	0.9999948610483151	0.9999966048853383	0	0	0.02684629334333865	1.3796215889967156E-7	EEF1AKMT4-ECE2;VCY
Negative Regulation of Double-Strand Break Repair (GO:2000780)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	SHLD3
tRNA Aminoacylation for Protein Translation (GO:0006418)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	SARS1
Negative Regulation of Smooth Muscle Cell Proliferation (GO:0048662)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	CDPF1
Phosphatidic Acid Metabolic Process (GO:0046473)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	GPAT3
Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060338)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	SMIM30
Cytoplasmic Translational Initiation (GO:0002183)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	EIF2S3B
Regulation of Blood Circulation (GO:1903522)	1/36	0.9999948970639053	0.9999966048853383	0	0	0.06504419591568779	3.3191722196456057E-7	TMIGD3
