Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Viral Infection Pathways	69/1029	0.9999917984148409	0.9999966098781564	0	0	0.1529091452357402	1.2541025190818561E-6	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;H2AC18;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;TUBA4B;IGKV2D-28;IGHD;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;RPS4Y2;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;RPS4Y1;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV6-57;IGLV1-47;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;TUBB8B;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Cellular Responses to Stimuli	12/887	0.9999920710284562	0.9999966098781564	0	0	0.02909498145166935	2.3069419458216117E-7	MIR24-1;MIR24-2;RPS4Y2;MIR196A1;HSPA7;TUBB8B;MIR98;RPS4Y1;TUBA4B;MIRLET7B;H2AC18;MIRLET7C
Adaptive Immune System	85/854	0.9999921402191109	0.9999966098781564	0	0	0.23926318391385185	1.8805635908170769E-6	IGHV3-23;IGHV1-2;TRAC;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;TRBC1;IGLV4-3;IGLC3;IGKV1-12;IGLC1;IGLC2;IGHV3-7;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;TUBA4B;IGKV2D-28;IGLV1-36;IGHD;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;KIR2DL2;TRBV12-3;LILRA3;FBXL21P;TRAV29DV5;IGLV2-11;IGLV3-25;IGLV3-27;TRBV7-9;IGLV1-40;IGKC;IGLV6-57;IGLV1-47;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;TRAV19;HLA-DRB4;IGHV3-53;IGLC7;KIR2DS1;KIR2DS2;IGKV2D-40;IGKV5-2;GLYCAM1;IGKV1-5;IGLC6;IGHV3-13;TUBB8B;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;TRAV8-4;HLA-DRB3;ASB3;IGKV3-20
Cellular Responses to Stress	12/787	0.999992288528473	0.9999966098781564	0	0	0.033102053073287924	2.5526652400161436E-7	MIR24-1;MIR24-2;RPS4Y2;MIR196A1;HSPA7;TUBB8B;MIR98;RPS4Y1;TUBA4B;MIRLET7B;H2AC18;MIRLET7C
Cytokine Signaling in Immune System	10/776	0.9999923139553771	0.9999966098781564	0	0	0.027919219907284062	2.1458919471516117E-7	IGHG4;IGHG1;HLA-H;HLA-DRB4;CCL3L1;VTRNA2-1;TUBB8B;IGHE;HLA-DRB3;TUBA4B
Metabolism of RNA	20/761	0.9999923492064214	0.9999966098781564	0	0	0.05792706812631932	4.4318973622451803E-7	MT-TP;MT-TN;RPS4Y2;MT-TT;MT-TR;MT-TY;SNORD3A;MT-TV;RPS4Y1;MT-TL2;MT-TA;RNU11;RNU12;RPPH1;MT-TD;MT-RNR2;MT-TC;MT-RNR1;MT-TG;MT-TM
Metabolism of Lipids	3/758	0.9999923564127109	0.9999966098781564	0	0	0.00849522427132878	6.493423642401743E-8	ACBD6;GPAT3;GBA3
Vesicle-mediated Transport	70/752	0.9999923707856958	0.9999966098781564	0	0	0.2230987372864351	1.7020745705074867E-6	KIF28P;IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGHV4-39;IGLV;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;TUBA4B;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGLV1-47;IGKC;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGHA1;IGKV3-11;IGHA2;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;TUBB8B;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Transport of Small Molecules	2/724	0.9999924390420596	0.9999966098781564	0	0	0.005936279506940564	4.488412935822367E-8	CLCA3P;MIR32
Hemostasis	73/707	0.9999924817297454	0.9999966098781564	0	0	0.25131032953903254	1.8894260778590033E-6	GUCY1B2;KIF28P;IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGHV4-39;IGLV;IGHV;IGLV4-60;IGLV2-8;POTEKP;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;GUCY1A3;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;TUBA4B;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGLV1-47;IGKC;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGHA1;IGKV3-11;IGHA2;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;TUBB8B;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Signaling by GPCR	8/706	0.9999924842850288	0.9999966098781564	0	0	0.024630516530945043	1.8511663748162728E-7	PLPPR1;PLPPR2;GNRHR2;CCL3L1;PLPPR3;MT-RNR2;PLPPR4;TAS2R45
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	5/688	0.9999925305869668	0.9999966098781564	0	0	0.01574237064672458	1.1758670763451418E-7	CCDC187;STBD1;TUBB8B;TUBA4B;H2AC18
Signaling by Rho GTPases	5/672	0.9999925726003527	0.9999966098781564	0	0	0.016139564801612244	1.1987544309734852E-7	CCDC187;STBD1;TUBB8B;TUBA4B;H2AC18
Signaling by TGFBR3	3/49	0.9999926096720867	0.9999966098781564	0	0	0.14697311324768145	1.086183514970594E-6	MIR23B;MIR27B;MIRLET7A1
Cell Cycle	3/649	0.9999926346943584	0.9999966098781564	0	0	0.010011178227599619	7.3735659022014E-8	TUBB8B;TUBA4B;H2AC18
GPCR Downstream Signalling	3/633	0.9999926791247049	0.9999966098781564	0	0	0.010277855434411207	7.524317335958359E-8	GNRHR2;MT-RNR2;TAS2R45
Membrane Trafficking	3/633	0.9999926791247049	0.9999966098781564	0	0	0.010277855434411207	7.524317335958359E-8	KIF28P;TUBB8B;TUBA4B
Nervous System Development	5/567	0.9999928739692377	0.9999966098781564	0	0	0.01930735604024313	1.3758530329962087E-7	RPS4Y2;TUBB8B;HFE2;RPS4Y1;TUBA4B
Axon Guidance	5/541	0.9999929564521963	0.9999966098781564	0	0	0.020283472523191546	1.4286811149141864E-7	RPS4Y2;TUBB8B;HFE2;RPS4Y1;TUBA4B
Cell Cycle, Mitotic	3/516	0.999993039109525	0.9999966098781564	0	0	0.012733508047134579	8.863686337509009E-8	TUBB8B;TUBA4B;H2AC18
SARS-CoV Infections	66/498	0.9999931008553348	0.9999966098781564	0	0	0.33815519671921057	2.3329896692906387E-6	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGHV4-39;IGLV;IGHV;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGKV4-1;IGHD;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;RPS4Y2;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;RPS4Y1;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGLV1-47;IGKC;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Neutrophil Degranulation	4/478	0.9999931720099607	0.9999966098781564	0	0	0.018431613017335296	1.258512997460566E-7	HLA-H;STBD1;PRSS2;LILRA3
GPCR Ligand Binding	8/467	0.9999932122604592	0.9999966098781564	0	0	0.03813542898979587	2.5885423777683243E-7	PLPPR1;PLPPR2;GNRHR2;CCL3L1;PLPPR3;MT-RNR2;PLPPR4;TAS2R45
Signaling by Interleukins	4/452	0.9999932685731562	0.9999966098781564	0	0	0.019539168627816482	1.3152692688965144E-7	IGHG4;IGHG1;CCL3L1;IGHE
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	1/451	0.9999932723815347	0.9999966098781564	0	0	0.004859978987791182	3.2696194363208455E-8	MIR21
RHO GTPase Cycle	2/450	0.9999932761831072	0.9999966098781564	0	0	0.009766398406745709	6.566769535828907E-8	CCDC187;STBD1
Neuronal System	3/411	0.9999934313140681	0.9999966098781564	0	0	0.01613642032155328	1.0599542528233941E-7	NLGN4Y;TUBB8B;TUBA4B
Class I MHC Mediated Antigen Processing & Presentation	3/373	0.9999935955399586	0.9999966098781564	0	0	0.017843920241180516	1.142810401213027E-7	HLA-H;ASB3;FBXL21P
M Phase	3/372	0.9999936000422545	0.9999966098781564	0	0	0.017893603593570184	1.1451867337201466E-7	TUBB8B;TUBA4B;H2AC18
Transcriptional Regulation by TP53	2/362	0.9999936458519845	0.9999966098781564	0	0	0.012233454716741851	7.773342897658537E-8	MIR26A1;MIR26A2
Metabolism of Amino Acids and Derivatives	5/358	0.999993664409987	0.9999966098781564	0	0	0.031221550078793285	1.9780756748254978E-7	SARS1;RPS4Y2;FOLH1B;TDH;RPS4Y1
Class A 1 (Rhodopsin-like Receptors)	7/333	0.999993785180098	0.9999966098781564	0	0	0.047440392285636485	2.94834410309666E-7	PLPPR1;PLPPR2;CCL3L1;GNRHR2;PLPPR3;MT-RNR2;PLPPR4
Intracellular Signaling by Second Messengers	13/321	0.9999938460338283	0.9999966098781564	0	0	0.09346799068295311	5.752006226795264E-7	MIR20B;MIR19B1;MIR20A;MIR19B2;MIR25;MIR26A1;MIR26A2;MIR21;MIR106A;MIR19A;MIR106B;PTENP1;MIR93
G Alpha (I) Signalling Events	2/316	0.999993872006205	0.9999966098781564	0	0	0.014073390169709444	8.624191187921784E-8	MT-RNR2;TAS2R45
MAPK Family Signaling Cascades	2/314	0.9999938824450718	0.9999966098781564	0	0	0.014165694623871699	8.665968003040022E-8	MIR34C;MIR34B
SARS-CoV-2 Infection	3/313	0.9999938877035498	0.9999966098781564	0	0	0.021392273215074805	1.3075631524530417E-7	HLA-H;RPS4Y2;RPS4Y1
DNA Repair	1/312	0.9999938929785347	0.9999966098781564	0	0	0.007104987539799777	4.3390443909616684E-8	H2AC18
Aggrephagy	2/43	0.9999938988060665	0.9999966098781564	0	0	0.10995295343463789	6.708463389515217E-7	TUBB8B;TUBA4B
Assembly and Cell Surface Presentation of NMDA Receptors	2/43	0.9999938988060665	0.9999966098781564	0	0	0.10995295343463789	6.708463389515217E-7	TUBB8B;TUBA4B
Asparagine N-linked Glycosylation	2/306	0.9999939249408109	0.9999966098781564	0	0	0.0145470577634368	8.837450538127873E-8	TUBB8B;TUBA4B
Translation	7/302	0.9999939465446216	0.9999966098781564	0	0	0.05254569190600522	3.180839640350642E-7	SARS1;RPS4Y2;EEF1A1P5;MT-RNR2;MT-RNR1;MT-TV;RPS4Y1
Extracellular Matrix Organization	2/300	0.9999939574566142	0.9999966098781564	0	0	0.01484651740994094	8.971099661864682E-8	EMILIN3;PRSS2
Organelle Biogenesis and Maintenance	3/297	0.9999939739500374	0.9999966098781564	0	0	0.02258310369157448	1.3608732119050657E-7	ATP5B;SEPTIN2;TUBB8B
Antigen Processing Ubiquitination & Proteasome Degradation	2/296	0.9999939794610867	0.9999966098781564	0	0	0.015052947642451731	9.062712985357793E-8	ASB3;FBXL21P
RHO GTPase Effectors	3/291	0.9999940073211291	0.9999966098781564	0	0	0.023063777451619916	1.382142259549382E-7	TUBB8B;TUBA4B;H2AC18
Epigenetic Regulation of Gene Expression	2/291	0.9999940073211291	0.9999966098781564	0	0	0.015319021212037438	9.18022498114385E-8	C19ORF84;H2AC18
Signaling by WNT	2/287	0.999994029896724	0.9999966098781564	0	0	0.015538601926306064	9.276733517971949E-8	MIR92B;H2AC18
Processing of Capped Intron-Containing Pre-mRNA	2/285	0.9999940413298857	0.9999966098781564	0	0	0.01565071999419234	9.325775534344612E-8	RNU11;RNU12
PIP3 Activates AKT Signaling	13/281	0.9999940643553719	0.9999966098781564	0	0	0.10773537571859747	6.394808020121287E-7	MIR20B;MIR19B1;MIR20A;MIR19B2;MIR25;MIR26A1;MIR26A2;MIR21;MIR106A;MIR19A;MIR106B;PTENP1;MIR93
Interferon Signaling	6/280	0.9999940701377236	0.9999966098781564	0	0	0.04855818872346735	2.879442252588249E-7	HLA-H;HLA-DRB4;VTRNA2-1;TUBB8B;HLA-DRB3;TUBA4B
Signaling by Nuclear Receptors	7/270	0.9999941291422929	0.9999966098781564	0	0	0.059078070863405774	3.4683996577353027E-7	MIR33B;MIR33A;MIR26A1;MIR26A2;MIR26B;MIR613;H2AC18
Transmission Across Chemical Synapses	2/269	0.9999941351057664	0.9999966098781564	0	0	0.016608132708726842	9.74052273902023E-8	TUBB8B;TUBA4B
Deubiquitination	12/268	0.9999941411764354	0.9999966098781564	0	0	0.10418452964233219	6.104005654548089E-7	USP17L15;USP17L4;USP17L17;USP17L19;USP17L8;USP17L21;USP17L20;USP17L12;USP17L22;USP17L3;H2AC18;USP17L13
Diseases of Metabolism	3/264	0.9999941654680363	0.9999966098781564	0	0	0.025500296166333012	1.4878272710492761E-7	MUC19;SSPOP;MUC3B
Platelet Activation, Signaling and Aggregation	1/262	0.9999941777145208	0.9999966098781564	0	0	0.008497327252035324	4.947400909744621E-8	POTEKP
Aerobic Respiration and Respiratory Electron Transport	1/260	0.9999941901149026	0.9999966098781564	0	0	0.008564202564854668	4.975717739413484E-8	MPC1L
HCMV Infection	3/259	0.9999941962626807	0.9999966098781564	0	0	0.02600790423189824	1.5094348240571108E-7	TUBB8B;TUBA4B;H2AC18
SLC-mediated Transmembrane Transport	1/249	0.9999942594976943	0.9999966098781564	0	0	0.00895129736950051	5.138509067713929E-8	MIR32
Activated PKN1 Stimulates Transcription of AR (Androgen Receptor) Regulated Genes KLK2 and KLK3	1/35	0.9999943143314236	0.9999966098781564	0	0	0.06631791940773701	3.770627823564201E-7	H2AC18
Nuclear Events Stimulated by ALK Signaling in Cancer	1/35	0.9999943143314236	0.9999966098781564	0	0	0.06631791940773701	3.770627823564201E-7	MIR21
Chromatin Modifying Enzymes	3/238	0.9999943316116641	0.9999966098781564	0	0	0.02837573385518591	1.6084513467505378E-7	KDM5D;UTY;H2AC18
Chromatin Organization	3/238	0.9999943316116641	0.9999966098781564	0	0	0.02837573385518591	1.6084513467505378E-7	KDM5D;UTY;H2AC18
rRNA Processing	12/237	0.9999943383414636	0.9999966098781564	0	0	0.11880886275790735	6.726571162170151E-7	RPS4Y2;MT-TT;MT-TD;MT-RNR2;MT-RNR1;MT-TR;MT-TG;SNORD3A;MT-TV;MT-TM;RPS4Y1;MT-TL2
Neddylation	2/234	0.9999943585882746	0.9999966098781564	0	0	0.01916286679748337	1.0810592637952511E-7	ASB3;FBXL21P
Mitotic Metaphase and Anaphase	2/222	0.9999944418767577	0.9999966098781564	0	0	0.0202259016053244	1.1241836622732498E-7	TUBB8B;TUBA4B
Biological Oxidations	2/222	0.9999944418767577	0.9999966098781564	0	0	0.0202259016053244	1.1241836622732498E-7	AKR7L;GGT3P
Mitotic Anaphase	2/221	0.9999944489979642	0.9999966098781564	0	0	0.020319746382881143	1.1279526660215241E-7	TUBB8B;TUBA4B
G Alpha (Q) Signalling Events	2/219	0.9999944633519102	0.9999966098781564	0	0	0.02051003072447085	1.1355713679514569E-7	GNRHR2;MT-RNR2
SARS-CoV-2-host Interactions	3/218	0.9999944705611394	0.9999966098781564	0	0	0.03106084740363173	1.7174953151536688E-7	HLA-H;RPS4Y2;RPS4Y1
Keratinization	10/217	0.999994477825693	0.9999966098781564	0	0	0.1077235531893917	5.948698801755619E-7	KRTAP25-1;KRTAP22-1;KRTAP10-10;LCE6A;KRTAP6-3;KRTAP5-3;KRTAP19-2;KRTAP6-2;KRTAP20-2;KRTAP19-8
mRNA Splicing	2/215	0.9999944923598814	0.9999966098781564	0	0	0.02090131965224687	1.151172636617641E-7	RNU11;RNU12
Phospholipid Metabolism	1/211	0.9999945218236319	0.9999966098781564	0	0	0.010600555840203705	5.8071873556550325E-8	GPAT3
Signaling by ROBO Receptors	2/210	0.9999945292727106	0.9999966098781564	0	0	0.021411594275608625	1.1713731352663364E-7	RPS4Y2;RPS4Y1
Signaling by NOTCH	13/209	0.9999945367611607	0.9999966098781564	0	0	0.14809169339084866	8.090625011664853E-7	MIR34C;MIR181C;MIR34B;MIR200B;MIR200C;MIR206;MIR449C;H2AC18;NOTCH2NLB;MIR302A;MIR449B;MIR449A;MIR150
HCMV Early Events	3/205	0.9999945669669926	0.9999966098781564	0	0	0.03309129836662727	1.797866046764598E-7	TUBB8B;TUBA4B;H2AC18
Muscle Contraction	2/204	0.9999945745918604	0.9999966098781564	0	0	0.022057268502001022	1.196700086985183E-7	GUCY1A3;GUCY1B2
Neurotransmitter Receptors and Postsynaptic Signal Transmission	2/204	0.9999945745918604	0.9999966098781564	0	0	0.022057268502001022	1.196700086985183E-7	TUBB8B;TUBA4B
Intra-Golgi and Retrograde Golgi-to-ER Traffic	3/204	0.9999945745918604	0.9999966098781564	0	0	0.03325836570571798	1.8044069749346833E-7	KIF28P;TUBB8B;TUBA4B
Mitotic Prometaphase	2/203	0.9999945822683259	0.9999966098781564	0	0	0.022168628567581138	1.2010400650703905E-7	TUBB8B;TUBA4B
Cellular Response to Chemical Stress	4/202	0.9999945899473757	0.9999966098781564	0	0	0.045033601386561754	2.4363481240369824E-7	MIR196A1;MIR98;MIRLET7B;MIRLET7C
Transcriptional Regulation by RUNX1	8/202	0.9999945899473757	0.9999966098781564	0	0	0.09201119264233518	4.977867407501025E-7	MIR675;MIR20A;MIR27A;MIR18A;MIR106A;MIR302B;H2AC18;MIR215
Cilium Assembly	2/200	0.9999946054432807	0.9999966098781564	0	0	0.022509457859205127	1.214288746706029E-7	SEPTIN2;TUBB8B
rRNA Processing in the Nucleus and Cytosol	3/199	0.9999946131941059	0.9999966098781564	0	0	0.03411927393266504	1.8379440095658219E-7	RPS4Y2;SNORD3A;RPS4Y1
Peptide Ligand-Binding Receptors	2/198	0.999994621049125	0.9999966098781564	0	0	0.02274247380347867	1.2233097837238195E-7	CCL3L1;MT-RNR2
ESR-mediated Signaling	4/192	0.9999946687180667	0.9999966098781564	0	0	0.04746370901973577	2.530430889046627E-7	MIR26A1;MIR26B;MIR26A2;H2AC18
Ub-specific Processing Proteases	12/190	0.999994684867575	0.9999966098781564	0	0	0.15069722376671493	8.009778290482671E-7	USP17L15;USP17L4;USP17L17;USP17L19;USP17L8;USP17L21;USP17L20;USP17L12;USP17L22;USP17L3;H2AC18;USP17L13
TCF Dependent Signaling in Response to WNT	1/189	0.9999946930661343	0.9999966098781564	0	0	0.011860123899576133	6.2941060186106E-8	H2AC18
Major Pathway of rRNA Processing in the Nucleolus and Cytosol	3/189	0.9999946930661343	0.9999966098781564	0	0	0.03597994655219578	1.9094370350680456E-7	RPS4Y2;SNORD3A;RPS4Y1
Smooth Muscle Contraction	2/44	0.9999946986766086	0.9999966098781564	0	0	0.10732726157477503	5.689780304889695E-7	GUCY1A3;GUCY1B2
Mitotic G2-G2 M Phases	2/186	0.9999947177349734	0.9999966098781564	0	0	0.024246946313244814	1.2807913478673834E-7	TUBB8B;TUBA4B
Transport to the Golgi and Subsequent Modification	2/186	0.9999947177349734	0.9999966098781564	0	0	0.024246946313244814	1.2807913478673834E-7	TUBB8B;TUBA4B
G2 M Transition	2/184	0.9999947343068802	0.9999966098781564	0	0	0.024516979840638733	1.290992319629211E-7	TUBB8B;TUBA4B
Ion Channel Transport	1/184	0.9999947343068802	0.9999966098781564	0	0	0.012188625256342414	6.418172913245227E-8	CLCA3P
Separation of Sister Chromatids	2/177	0.9999947938229471	0.9999966098781564	0	0	0.02551070322144837	1.3281358344085853E-7	TUBB8B;TUBA4B
Fatty Acid Metabolism	1/176	0.9999948023994658	0.9999966098781564	0	0	0.0127532721598584	6.628658645650176E-8	ACBD6
HCMV Late Events	1/171	0.9999948463783512	0.9999966098781564	0	0	0.013133163275091583	6.768352897911649E-8	H2AC18
Influenza Infection	2/169	0.9999948642405394	0.9999966098781564	0	0	0.02674839461790588	1.373736734740112E-7	RPS4Y2;RPS4Y1
Cellular Senescence	3/167	0.9999948823251205	0.9999966098781564	0	0	0.040872154073791224	2.0917093141099976E-7	MIR24-1;MIR24-2;H2AC18
Regulation of Expression of SLITs and ROBOs	2/164	0.999994909720397	0.9999966098781564	0	0	0.027584027312273413	1.4041076896293266E-7	RPS4Y2;RPS4Y1
Cellular Response to Starvation	2/161	0.9999949375866629	0.9999966098781564	0	0	0.028110633576271065	1.4230800654175656E-7	RPS4Y2;RPS4Y1
Signaling by TGFB Family Members	3/161	0.9999949375866629	0.9999966098781564	0	0	0.042442839802818995	2.148637421466295E-7	MIR23B;MIR27B;MIRLET7A1
Antiviral Mechanism by IFN-stimulated Genes	3/158	0.9999949659125777	0.9999966098781564	0	0	0.043273783220756264	2.1784455614955458E-7	TUBB8B;VTRNA2-1;TUBA4B
Autophagy	4/158	0.9999949659125777	0.9999966098781564	0	0	0.05808675095903933	2.924145184230669E-7	GABARAPL3;ATG9B;TUBB8B;TUBA4B
Factors Involved in Megakaryocyte Development and Platelet Production	3/158	0.9999949659125777	0.9999966098781564	0	0	0.043273783220756264	2.1784455614955458E-7	KIF28P;TUBB8B;TUBA4B
Cell-Cell Communication	1/157	0.9999949754565994	0.9999966098781564	0	0	0.014326411008836831	7.198385473141272E-8	MIR200C
SARS-CoV-1 Infection	2/157	0.9999949754565994	0.9999966098781564	0	0	0.02884448488610005	1.4493073028288295E-7	RPS4Y2;RPS4Y1
ER to Golgi Anterograde Transport	2/155	0.9999949946767922	0.9999966098781564	0	0	0.02922579978238374	1.4628494001917938E-7	TUBB8B;TUBA4B
RHOA GTPase Cycle	1/149	0.9999950536952222	0.9999966098781564	0	0	0.015109623807048	7.473698926313796E-8	STBD1
Influenza Viral RNA Transcription and Replication	2/149	0.9999950536952222	0.9999966098781564	0	0	0.030431999964505612	1.505263190961883E-7	RPS4Y2;RPS4Y1
tRNA Processing	15/146	0.9999950830688172	0.9999966098781564	0	0	0.25696003592276606	1.2634579195230403E-6	MT-TP;MT-TN;MT-TT;MT-TR;MT-TY;MT-TV;MT-TL2;MT-TA;RPPH1;MT-TD;MT-RNR2;MT-TC;MT-RNR1;MT-TG;MT-TM
Diseases of Glycosylation	3/146	0.9999950839801012	0.9999966098781564	0	0	0.04694620448045106	2.3078904268249305E-7	MUC19;SSPOP;MUC3B
PTEN Regulation	13/145	0.9999950941138249	0.9999966098781564	0	0	0.22092329700137606	1.0838272070801668E-6	MIR20B;MIR19B1;MIR20A;MIR19B2;MIR25;MIR26A1;MIR26A2;MIR21;MIR106A;MIR19A;MIR106B;PTENP1;MIR93
Cleavage of the Damaged Purine	1/36	0.9999950997891032	0.9999966098781564	0	0	0.0644184638315711	3.1566483183726376E-7	H2AC18
Recognition and Association of DNA Glycosylase With Site Containing an Affected Purine	1/36	0.9999950997891032	0.9999966098781564	0	0	0.0644184638315711	3.1566483183726376E-7	H2AC18
Depurination	1/36	0.9999950997891032	0.9999966098781564	0	0	0.0644184638315711	3.1566483183726376E-7	H2AC18
Signaling by NOTCH2	1/36	0.9999950997891032	0.9999966098781564	0	0	0.0644184638315711	3.1566483183726376E-7	NOTCH2NLB
DNA Replication	1/143	0.9999951147892264	0.9999966098781564	0	0	0.015754947028109315	7.696642495758486E-8	H2AC18
Macroautophagy	4/143	0.9999951147892264	0.9999966098781564	0	0	0.06442551064351586	3.1473296745786067E-7	GABARAPL3;ATG9B;TUBB8B;TUBA4B
Degradation of the Extracellular Matrix	1/140	0.9999951461577846	0.9999966098781564	0	0	0.016098500397595195	7.813977047336902E-8	PRSS2
RHO GTPases Activate Formins	2/139	0.9999951567445458	0.9999966098781564	0	0	0.03267711709181275	1.5826400884076122E-7	TUBB8B;TUBA4B
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses	1/138	0.999995167401947	0.9999966098781564	0	0	0.01633589494001366	7.89450048352086E-8	HLA-H
MITF-M-regulated Melanocyte Development	1/136	0.9999951888360057	0.9999966098781564	0	0	0.016580323394800082	7.977084682657107E-8	MIR211
Epigenetic Regulation by WDR5-containing Histone Modifying Complexes	1/135	0.9999951997045483	0.9999966098781564	0	0	0.016705273761612544	8.019044212616861E-8	H2AC18
Golgi-to-ER Retrograde Transport	3/135	0.9999951997045483	0.9999966098781564	0	0	0.05089915791970587	2.4433158268918395E-7	KIF28P;TUBB8B;TUBA4B
Beta-catenin Independent WNT Signaling	1/134	0.9999952106257919	0.9999966098781564	0	0	0.016832103081309405	8.061543341483205E-8	MIR92B
Gene Silencing by RNA	2/134	0.9999952106257919	0.9999966098781564	0	0	0.03392723912860877	1.624906331496087E-7	MIR23B;H2AC18
Response to Elevated Platelet Cytosolic Ca2+	1/133	0.9999952216105502	0.9999966098781564	0	0	0.016960854057365308	8.104575972137795E-8	POTEKP
C-type Lectin Receptors (CLRs)	2/131	0.999995243828005	0.9999966098781564	0	0	0.034723828519497395	1.6515289351254345E-7	MUC19;MUC3B
Downstream TCR Signaling	9/91	0.9999952621635068	0.9999966098781564	0	0	0.2469422612933279	1.1699748288557548E-6	TRAV19;TRBV7-9;HLA-DRB4;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
Formation of the Cornified Envelope	1/129	0.9999952662352024	0.9999966098781564	0	0	0.017495975301597654	8.282202801241684E-8	LCE6A
Platelet Degranulation	1/128	0.999995277605601	0.9999966098781564	0	0	0.017635022554035977	8.327972837491388E-8	POTEKP
Glycerophospholipid Biosynthesis	1/128	0.999995277605601	0.9999966098781564	0	0	0.017635022554035977	8.327972837491388E-8	GPAT3
