Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
FCERI Mediated MAPK Activation	66/111	3.1533603053753E-10	1.2212104455362526E-8	0	0	3.339814357115395	73.06639544179168	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGHE;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
FCGR3A-mediated IL10 Synthesis	69/121	1.586747902269445E-9	5.6329550530565296E-8	0	0	3.0215609069466636	61.221595804329894	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Expression and Translocation of Olfactory Receptors	184/414	1.7907615202023963E-9	5.8681877508170825E-8	0	0	1.8329692488657368	36.917146052999776	OR8I2;OR9K2;OR1C1;OR11H2;OR5K4;OR11H1;OR11H4;OR2M7;OR5K1;OR2M5;OR52N1;OR6M1;OR1K1;OR2M2;OR52N5;OR4Q2;OR2T10;OR51L1;OR2T11;OR1F12;OR5H15;OR1S2;OR5D18;OR5H14;OR1S1;OR10W1;OR11H6;OR11H7;OR5B3;OR5D16;OR5B2;OR5D14;OR5D13;OR8H3;OR8H2;OR8H1;OR4A4P;OR52E2;OR2L5;OR52E1;OR2L2;OR2T8;OR2T7;OR10AD1;OR5R1;OR2T6;OR2T5;OR52M1;OR2T3;OR13C9;OR10V1;OR9A4;OR4K13;OR51T1;OR9A2;OR52E8;OR4C11;OR52E6;OR6C4;OR52E5;OR13C3;OR8G5;OR13C2;OR4C15;OR5A1;OR5AK2;OR13C5;OR13C4;OR4C13;OR9I1;OR6K6;OR2C1;OR6K2;OR52D1;OR51J1;OR6S1;OR5M10;OR2S2;OR2I1P;OR51S1;OR10D3;OR2B6;OR6B1;OR7D2;OR2A25;OR2B3;OR4F5;OR10K2;OR2B2;OR4F4;OR10K1;OR4F3;OR8B12;OR51I2;OR5B21;OR14K1;OR6J1;OR2J3;OR2J2;OR2J1;OR52K2;OR2AJ1;OR9G9;OR2Z1;OR51A4;OR51A2;OR7C2;OR9G4;OR2A5;OR10J1;OR4E2;OR4E1;OR51H1;OR8U9;OR8U8;OR10AG1;OR6Q1;OR8D4;OR5B12;OR8D1;OR5B17;OR4D1;OR6C70;OR5F1;OR52I1;OR6C74;OR4L1;OR10Q1;OR1N2;OR1N1;OR2AP1;OR10A2;OR52Z1;OR4C5;OR56A3;OR14A2;OR4A15;OR10A5;OR4A16;OR51F2;OR2G6;OR5M9;OR10H1;OR5M8;OR2G3;OR2G2;OR4K3;OR10H4;OR5M1;OR10P1;OR2T34;OR2W5;OR2AG2;OR8B4;OR4C45;OR13F1;OR6C68;OR8B3;OR5AN1;OR12D3;OR8B2;OR5AU1;OR8J3;OR1D4;OR2F2;OR1L8;OR10G4;OR2T29;OR5L2;OR6N2;OR1L4;OR6N1;OR1L3;OR1L1;OR5T3;OR5T2;OR4F17;OR6V1;OR4F15;OR2V1;OR4A8;OR10G8;OR10G7;OR10G9
Olfactory Signaling Pathway	184/422	1.0587658374490741E-8	3.22167319109504E-7	0	0	1.7703175371980417	32.5093620873864	OR8I2;OR9K2;OR1C1;OR11H2;OR5K4;OR11H1;OR11H4;OR2M7;OR5K1;OR2M5;OR52N1;OR6M1;OR1K1;OR2M2;OR52N5;OR4Q2;OR2T10;OR51L1;OR2T11;OR1F12;OR5H15;OR1S2;OR5D18;OR5H14;OR1S1;OR10W1;OR11H6;OR11H7;OR5B3;OR5D16;OR5B2;OR5D14;OR5D13;OR8H3;OR8H2;OR8H1;OR4A4P;OR52E2;OR2L5;OR52E1;OR2L2;OR2T8;OR2T7;OR10AD1;OR5R1;OR2T6;OR2T5;OR52M1;OR2T3;OR13C9;OR10V1;OR9A4;OR4K13;OR51T1;OR9A2;OR52E8;OR4C11;OR52E6;OR6C4;OR52E5;OR13C3;OR8G5;OR13C2;OR4C15;OR5A1;OR5AK2;OR13C5;OR13C4;OR4C13;OR9I1;OR6K6;OR2C1;OR6K2;OR52D1;OR51J1;OR6S1;OR5M10;OR2S2;OR2I1P;OR51S1;OR10D3;OR2B6;OR6B1;OR7D2;OR2A25;OR2B3;OR4F5;OR10K2;OR2B2;OR4F4;OR10K1;OR4F3;OR8B12;OR51I2;OR5B21;OR14K1;OR6J1;OR2J3;OR2J2;OR2J1;OR52K2;OR2AJ1;OR9G9;OR2Z1;OR51A4;OR51A2;OR7C2;OR9G4;OR2A5;OR10J1;OR4E2;OR4E1;OR51H1;OR8U9;OR8U8;OR10AG1;OR6Q1;OR8D4;OR5B12;OR8D1;OR5B17;OR4D1;OR6C70;OR5F1;OR52I1;OR6C74;OR4L1;OR10Q1;OR1N2;OR1N1;OR2AP1;OR10A2;OR52Z1;OR4C5;OR56A3;OR14A2;OR4A15;OR10A5;OR4A16;OR51F2;OR2G6;OR5M9;OR10H1;OR5M8;OR2G3;OR2G2;OR4K3;OR10H4;OR5M1;OR10P1;OR2T34;OR2W5;OR2AG2;OR8B4;OR4C45;OR13F1;OR6C68;OR8B3;OR5AN1;OR12D3;OR8B2;OR5AU1;OR8J3;OR1D4;OR2F2;OR1L8;OR10G4;OR2T29;OR5L2;OR6N2;OR1L4;OR6N1;OR1L3;OR1L1;OR5T3;OR5T2;OR4F17;OR6V1;OR4F15;OR2V1;OR4A8;OR10G8;OR10G7;OR10G9
Binding and Uptake of Ligands by Scavenger Receptors	67/122	2.167486675728417E-8	6.155662159068704E-7	0	0	2.7724276382812967	48.925342324393036	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGHA1;IGKV3-11;IGHA2;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Regulation of Complement Cascade	69/128	3.6681173852419794E-8	9.76636253820677E-7	0	0	2.6617210682492582	45.57133223214505	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Complement Cascade	69/139	2.150883053407509E-6	5.389859886774111E-5	0	0	2.2416631340963686	29.252879141951265	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Parasite Infection	69/142	5.5911440599905165E-6	1.19091368477798E-4	0	0	2.149072530926927	25.99158514025386	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
FCGR3A-mediated Phagocytosis	69/142	5.5911440599905165E-6	1.19091368477798E-4	0	0	2.149072530926927	25.99158514025386	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Leishmania Phagocytosis	69/142	5.5911440599905165E-6	1.19091368477798E-4	0	0	2.149072530926927	25.99158514025386	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Regulation of Actin Dynamics for Phagocytic Cup Formation	69/143	7.586921357961677E-6	1.5390611897579402E-4	0	0	2.1198772956933194	24.991412922640826	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
FCERI Mediated NF-kB Activation	66/147	1.8815081574735852E-4	0.003643283977653397	0	0	1.8506191147482958	15.875104336258914	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGHE;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Anti-inflammatory Response Favouring Leishmania Parasite Infection	69/159	4.5733509914957685E-4	0.00811769800990499	0	0	1.740988020661611	13.388361840334051	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Leishmania Parasite Growth and Survival	69/159	4.5733509914957685E-4	0.00811769800990499	0	0	1.740988020661611	13.388361840334051	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Fcgamma Receptor (FCGR) Dependent Phagocytosis	69/168	0.0026457331019230867	0.04508329205676939	0	0	1.581682302750552	9.38697933956731	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV4-60;IGHG3;IGLV2-8;IGHG4;IGHG1;IGHG2;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Signaling by the B Cell Receptor (BCR)	63/162	0.01554553785305654	0.254707658669311	0	0	1.442717690741406	6.007449970646489	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGKV4-1;IGHD;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Potential Therapeutics for SARS	63/164	0.020533809264413817	0.3239778795051958	0	0	1.4139435682698704	5.494135805962319	IGHV3-23;IGHV1-2;IGHV4-34;IGLV;IGHV1-46;IGHV4-39;IGHV;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGKV4-1;IGHD;IGHV7-81;IGKV2-30;IGLV3-19;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV1-40;IGLV3-27;IGLV1-47;IGLV6-57;IGKC;IGLV2-14;IGKV1-39;IGLV3-21;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Regulation of PTEN mRNA Translation	13/28	0.05779475383445593	0.8793058976242224	0	0	1.9606882282478493	5.589642292709291	MIR20B;MIR19B1;MIR20A;MIR19B2;MIR25;MIR26A1;MIR26A2;MIR21;MIR106A;MIR19A;MIR106B;PTENP1;MIR93
Immunoregulatory Interactions Between a Lymphoid and a non-Lymphoid Cell	78/223	0.09311543609607811	0.9999966098781564	0	0	1.21849327936329	2.8925998475957373	IGHV3-23;TRAC;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;TRBC1;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;HLA-H;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;KIR2DL2;LILRA3;TRBV12-3;TRAV29DV5;IGLV2-11;IGLV3-25;IGLV3-27;TRBV7-9;IGLV1-40;IGKC;IGLV1-47;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;TRAV19;KIR2DS1;IGHV3-53;IGLC7;IGKV2D-40;KIR2DS2;GLYCAM1;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;TRAV8-4;IGKV3-20
Beta Defensins	15/39	0.18759387527249555	0.9999966098781564	0	0	1.413500816993464	2.3654595387857356	DEFB105A;DEFB128;DEFB116;DEFB115;DEFB125;DEFB136;DEFB135;DEFB112;DEFB134;DEFB133;DEFB107A;DEFB110;DEFB132;DEFB106A;DEFB109B
Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation	8/19	0.1999647884316748	0.9999966098781564	0	0	1.6444648871611496	2.64695368149169	MIR19B1;MIR20B;MIR19B2;MIR20A;MIR106A;MIR19A;MIR106B;PTENP1
Fc Epsilon Receptor (FCERI) Signaling	66/197	0.21449756985315183	0.9999966098781564	0	0	1.1401252014052141	1.7551735740023584	IGHV3-23;IGHV1-2;IGHV4-34;IGHV1-46;IGLV;IGHV4-39;IGHV;IGLV4-60;IGLV2-8;IGKV1-16;IGKV2-29;IGKV1-17;IGKV2-28;IGLV4-3;IGKV1-12;IGLC3;IGLC1;IGLC2;IGHV3-7;IGHV3-9;IGHV3-30;IGHV3-33;IGKV3D-20;IGKV1D-39;IGKV1D-33;IGKV2D-28;IGLV1-36;IGKV4-1;IGHV7-81;IGHE;IGLV3-19;IGKV2-30;IGHV2-70;IGHV2-5;IGKV2D-30;IGHV4-59;IGHV3-48;IGLV3-1;IGHV1-69;IGLV2-11;IGLV3-25;IGLV3-27;IGLV1-40;IGKC;IGLV1-47;IGLV6-57;IGLV3-21;IGLV2-14;IGKV1-39;IGLV1-44;IGKV3-15;IGKV1-33;IGKV3-11;IGHV3-53;IGLC7;IGKV2D-40;IGKV5-2;IGKV1-5;IGLC6;IGHV3-13;IGKV1D-16;IGLV7-43;IGKV1D-12;IGLV1-51;IGLV2-23;IGKV3-20
Translocation of ZAP-70 to Immunological Synapse	9/26	0.4017366462291999	0.9999966098781564	0	0	1.19675059053984	1.0913868900855328	TRAV19;TRBV7-9;HLA-DRB4;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
tRNA Processing in the Mitochondrion	14/42	0.4102697433599547	0.9999966098781564	0	0	1.13028916843653	1.0070203120749526	MT-TP;MT-TN;MT-TT;MT-TR;MT-TY;MT-TV;MT-TL2;MT-TA;MT-RNR2;MT-TD;MT-RNR1;MT-TC;MT-TG;MT-TM
Defensins	16/49	0.43450405347519333	0.9999966098781564	0	0	1.0960000396182779	0.9135708387924737	DEFB105A;DEFB128;DEFB116;DEFB115;DEFB125;DEFB136;DEFB135;DEFB112;DEFB134;DEFB133;DEFB110;DEFB107A;DEFB132;DEFB106A;DEFB109B;PRSS2
Phosphorylation of CD3 and TCR Zeta Chains	9/29	0.5529784139529046	0.9999966098781564	0	0	1.0170176297747306	0.602518174498914	TRAV19;TRBV7-9;HLA-DRB4;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
PD-1 Signaling	9/30	0.6000481681450704	0.9999966098781564	0	0	0.9685182594095425	0.4946661942324364	TRAV19;TRBV7-9;HLA-DRB4;TRAC;TRBC1;TRAV8-4;HLA-DRB3;TRBV12-3;TRAV29DV5
Lysosphingolipid and LPA Receptors	4/14	0.6652140505660216	0.9999966098781564	0	0	0.9039308432555864	0.3684841627511903	PLPPR1;PLPPR2;PLPPR3;PLPPR4
rRNA Modification in the Mitochondrion	2/8	0.7578613188062882	0.9999966098781564	0	0	0.7532474591010381	0.2088415239392345	MT-RNR2;MT-RNR1
