Neurology and neurodevelopmental disorders	Early_onset_or_syndromic_epilepsy
Neurology and neurodevelopmental disorders	Familial_dysautonomia
Neurology and neurodevelopmental disorders	Hereditary_ataxia
Neurology and neurodevelopmental disorders	Hereditary_ataxia_with_onset_in_adulthood
Neurology and neurodevelopmental disorders	Hereditary_neuropathy
Neurology and neurodevelopmental disorders	Hereditary_neuropathy_or_pain_disorder
Neurology and neurodevelopmental disorders	Hereditary_spastic_paraplegia
Neurology and neurodevelopmental disorders	Holoprosencephaly_-_NOT_chromosomal
Neurology and neurodevelopmental disorders	Hydrocephalus
Neurology and neurodevelopmental disorders	Inherited_white_matter_disorders
Neurology and neurodevelopmental disorders	Intellectual_disability_-_microarray_and_sequencing
Neurology and neurodevelopmental disorders	Intracerebral_calcification_disorders
Neurology and neurodevelopmental disorders	Limb_girdle_muscular_dystrophies,_myofibrillar_myopathies_and_distal_myopathies
Neurology and neurodevelopmental disorders	Malformations_of_cortical_development
Neurology and neurodevelopmental disorders	Neuronal_ceroid_lipofuscinosis
Neurology and neurodevelopmental disorders	Neurotransmitter_disorders
Neurology and neurodevelopmental disorders	Paediatric_motor_neuronopathies
Neurology and neurodevelopmental disorders	Pain_syndromes
Neurology and neurodevelopmental disorders	Parkinson_Disease_and_Complex_Parkinsonism
Neurology and neurodevelopmental disorders	Paroxysmal_central_nervous_system_disorders
Neurology and neurodevelopmental disorders	Rhabdomyolysis_and_metabolic_muscle_disorders
Neurology and neurodevelopmental disorders	Skeletal_Muscle_Channelopathies
Neurology and neurodevelopmental disorders	Structural_basal_ganglia_disorders
Neurology and neurodevelopmental disorders	White_matter_disorders_and_cerebral_calcification_-_narrow_panel
Neurology and neurodevelopmental disorders	Hereditary_systemic_amyloidosis
Dermatological disorders	Rare_genetic_inflammatory_skin_disorders
Ophthalmological disorders	Structural_eye_disease
Ophthalmological disorders	Albinism_or_congenital_nystagmus
Ophthalmological disorders	Anophthalmia_or_microphthalmia
Ophthalmological disorders	Bilateral_congenital_or_childhood_onset_cataracts
Ophthalmological disorders	Corneal_abnormalities
Ophthalmological disorders	Glaucoma_(developmental)
Ophthalmological disorders	Infantile_nystagmus
Ophthalmological disorders	Ocular_and_oculo-cutaneous_albinism
Ophthalmological disorders	Ocular_coloboma
Ophthalmological disorders	Optic_neuropathy
Ophthalmological disorders	Retinal_disorders
Renal and urinary tract disorders	Atypical_haemolytic_uraemic_syndrome
Renal and urinary tract disorders	CAKUT
Renal and urinary tract disorders	Cystic_kidney_disease
Renal and urinary tract disorders	Extreme_early-onset_hypertension
Renal and urinary tract disorders	Nephrocalcinosis_or_nephrolithiasis
Renal and urinary tract disorders	Polycystic_liver_disease
Renal and urinary tract disorders	Proteinuric_renal_disease
Renal and urinary tract disorders	Renal_tubulopathies
Renal and urinary tract disorders	Tubulointerstitial_kidney_disease
Renal and urinary tract disorders	Unexplained_kidney_failure_in_young_people
Renal and urinary tract disorders	Unexplained_young_onset_end-stage_renal_disease
Respiratory disorders	Familial_pulmonary_fibrosis
Respiratory disorders	Pneumothorax_-_familial
Respiratory disorders	Pulmonary_fibrosis_familial
Rheumatological disorders	Ehlers_Danlos_syndrome_with_a_likely_monogenic_cause
Rheumatological disorders	Periodic_fever_syndromes
Skeletal disorders	Amelogenesis_imperfecta
Skeletal disorders	Choanal_atresia
Skeletal disorders	Limb_disorders
Skeletal disorders	Osteogenesis_imperfecta
Skeletal disorders	Osteopetrosis
Skeletal disorders	Rare_syndromic_craniosynostosis_or_isolated_multisuture_synostosis
Skeletal disorders	Skeletal_dysplasia
Skeletal disorders	Stickler_syndrome
Skeletal disorders	Thoracic_dystrophies
Cancer Programme+Tumour syndromes	Adult_solid_tumours_for_rare_disease
Cancer Programme+Tumour syndromes	Childhood_solid_tumours
Cancer Programme+Tumour syndromes	Endocrine_neoplasia
Cancer Programme+Tumour syndromes	Familial_breast_cancer
